date,service,kitchen,dishwasher
01/01/2020,196.0,107.0,52.0
02/01/2020,187.0,121.0,56.0
03/01/2020,225.0,106.0,55.0
04/01/2020,217.0,132.0,56.0
05/01/2020,161.0,104.0,43.0
06/01/2020,118.0,89.0,51.0
07/01/2020,117.0,91.0,48.0
08/01/2020,108.0,75.0,49.0
09/01/2020,117.0,83.0,44.0
10/01/2020,182.0,82.0,43.0
11/01/2020,209.0,107.0,54.0
12/01/2020,149.0,111.0,45.0
13/01/2020,118.0,89.0,50.0
14/01/2020,105.0,82.0,42.0
15/01/2020,108.0,89.0,46.0
16/01/2020,125.0,82.0,38.0
17/01/2020,174.0,84.0,40.0
18/01/2020,189.0,116.0,52.0
19/01/2020,156.0,106.0,45.0
20/01/2020,115.0,93.0,42.0
21/01/2020,118.0,76.0,39.0
22/01/2020,105.0,89.0,39.0
23/01/2020,126.0,83.0,46.0
24/01/2020,159.0,93.0,46.0
25/01/2020,204.0,114.0,52.0
26/01/2020,182.0,101.0,45.0
27/01/2020,109.0,92.0,39.0
28/01/2020,109.0,82.0,45.0
29/01/2020,119.0,89.0,39.0
30/01/2020,138.0,88.0,45.0
31/01/2020,168.0,88.0,53.0
01/02/2020,193.0,108.0,49.0
02/02/2020,157.0,98.0,39.0
03/02/2020,115.0,88.0,50.0
04/02/2020,126.0,79.0,44.0
05/02/2020,115.0,82.0,42.0
06/02/2020,116.0,87.0,54.0
07/02/2020,158.0,101.0,63.0
08/02/2020,197.0,114.0,50.0
09/02/2020,141.0,98.0,47.0
10/02/2020,114.0,92.0,55.0
11/02/2020,137.0,92.0,32.0
12/02/2020,145.0,91.0,54.0
13/02/2020,140.0,87.0,55.0
14/02/2020,150.0,104.0,61.0
15/02/2020,186.0,113.0,63.0
16/02/2020,161.0,108.0,48.0
17/02/2020,130.0,89.0,53.0
18/02/2020,122.0,87.0,39.0
19/02/2020,117.0,89.0,49.0
20/02/2020,121.0,86.0,58.0
21/02/2020,173.0,99.0,49.0
22/02/2020,203.0,115.0,61.0
23/02/2020,163.0,106.0,48.0
24/02/2020,120.0,91.0,60.0
25/02/2020,131.0,85.0,48.0
26/02/2020,119.0,82.0,53.0
27/02/2020,126.0,86.0,42.0
28/02/2020,164.0,99.0,68.0
29/02/2020,199.0,112.0,62.0
01/03/2020,161.0,102.0,47.0
02/03/2020,113.0,81.0,56.0
03/03/2020,110.0,84.0,53.0
04/03/2020,91.0,86.0,52.0
05/03/2020,127.0,83.0,53.0
06/03/2020,152.0,104.0,57.0
07/03/2020,167.0,111.0,56.0
08/03/2020,151.0,108.0,47.0
09/03/2020,102.0,88.0,43.0
10/03/2020,91.0,73.0,51.0
11/03/2020,89.0,61.0,48.0
12/03/2020,94.0,74.0,44.0
13/03/2020,98.0,72.0,41.0
14/03/2020,87.0,73.0,37.0
15/03/2020,50.0,55.0,25.0
16/03/2020,5.0,0.0,0.0
17/03/2020,0.0,0.0,0.0
18/03/2020,0.0,0.0,0.0
19/03/2020,0.0,0.0,0.0
20/03/2020,0.0,0.0,0.0
21/03/2020,0.0,0.0,0.0
22/03/2020,0.0,0.0,0.0
23/03/2020,0.0,0.0,0.0
24/03/2020,0.0,0.0,0.0
25/03/2020,0.0,0.0,0.0
26/03/2020,0.0,0.0,0.0
27/03/2020,0.0,0.0,0.0
28/03/2020,0.0,0.0,0.0
29/03/2020,0.0,0.0,0.0
30/03/2020,0.0,0.0,0.0
31/03/2020,0.0,0.0,0.0
01/04/2020,0.0,0.0,0.0
02/04/2020,0.0,0.0,0.0
03/04/2020,0.0,0.0,0.0
04/04/2020,0.0,0.0,0.0
05/04/2020,0.0,0.0,0.0
06/04/2020,0.0,0.0,0.0
07/04/2020,0.0,0.0,0.0
08/04/2020,0.0,0.0,0.0
09/04/2020,0.0,0.0,0.0
10/04/2020,0.0,0.0,0.0
11/04/2020,0.0,0.0,0.0
12/04/2020,0.0,0.0,0.0
13/04/2020,0.0,0.0,0.0
14/04/2020,0.0,0.0,0.0
15/04/2020,0.0,0.0,0.0
16/04/2020,0.0,0.0,0.0
17/04/2020,0.0,0.0,0.0
18/04/2020,0.0,0.0,0.0
19/04/2020,0.0,0.0,0.0
20/04/2020,0.0,0.0,0.0
21/04/2020,0.0,0.0,0.0
22/04/2020,0.0,0.0,0.0
23/04/2020,0.0,0.0,0.0
24/04/2020,0.0,0.0,0.0
25/04/2020,0.0,0.0,0.0
26/04/2020,0.0,0.0,0.0
27/04/2020,0.0,0.0,0.0
28/04/2020,0.0,0.0,0.0
29/04/2020,0.0,0.0,0.0
30/04/2020,0.0,0.0,0.0
01/05/2020,0.0,0.0,0.0
02/05/2020,0.0,0.0,0.0
03/05/2020,6.0,0.0,0.0
04/05/2020,0.0,0.0,0.0
05/05/2020,0.0,0.0,0.0
06/05/2020,0.0,0.0,0.0
07/05/2020,0.0,0.0,0.0
08/05/2020,0.0,0.0,0.0
09/05/2020,0.0,0.0,0.0
10/05/2020,0.0,0.0,0.0
11/05/2020,0.0,0.0,0.0
12/05/2020,0.0,0.0,0.0
13/05/2020,0.0,0.0,0.0
14/05/2020,0.0,3.0,0.0
15/05/2020,0.0,0.0,0.0
16/05/2020,0.0,0.0,4.0
17/05/2020,0.0,0.0,0.0
18/05/2020,0.0,0.0,0.0
19/05/2020,0.0,0.0,0.0
20/05/2020,0.0,0.0,0.0
21/05/2020,0.0,0.0,0.0
22/05/2020,0.0,0.0,0.0
23/05/2020,0.0,0.0,0.0
24/05/2020,0.0,0.0,0.0
25/05/2020,0.0,0.0,0.0
26/05/2020,0.0,0.0,0.0
27/05/2020,0.0,0.0,0.0
28/05/2020,0.0,0.0,0.0
29/05/2020,0.0,0.0,0.0
30/05/2020,0.0,0.0,0.0
31/05/2020,0.0,5.0,0.0
01/06/2020,108.0,68.0,9.0
02/06/2020,78.0,53.0,6.0
03/06/2020,57.0,51.0,6.0
04/06/2020,58.0,53.0,7.0
05/06/2020,57.0,59.0,13.0
06/06/2020,59.0,66.0,14.0
07/06/2020,51.0,62.0,7.0
08/06/2020,49.0,52.0,13.0
09/06/2020,41.0,44.0,14.0
10/06/2020,56.0,47.0,8.0
11/06/2020,58.0,49.0,7.0
12/06/2020,62.0,58.0,18.0
13/06/2020,77.0,68.0,17.0
14/06/2020,52.0,56.0,14.0
15/06/2020,43.0,60.0,12.0
16/06/2020,43.0,48.0,15.0
17/06/2020,48.0,48.0,16.0
18/06/2020,49.0,59.0,14.0
19/06/2020,69.0,55.0,17.0
20/06/2020,69.0,69.0,16.0
21/06/2020,65.0,63.0,20.0
22/06/2020,52.0,52.0,16.0
23/06/2020,94.0,26.0,0.0
24/06/2020,105.0,16.0,0.0
25/06/2020,137.0,3.0,0.0
26/06/2020,144.0,0.0,0.0
27/06/2020,141.0,26.0,7.0
28/06/2020,72.0,54.0,21.0
29/06/2020,42.0,64.0,6.0
30/06/2020,54.0,36.0,9.0
01/07/2020,66.0,57.0,16.0
02/07/2020,65.0,70.0,14.0
03/07/2020,85.0,63.0,33.0
04/07/2020,116.0,70.0,30.0
05/07/2020,99.0,64.0,29.0
06/07/2020,55.0,64.0,14.0
07/07/2020,76.0,46.0,15.0
08/07/2020,53.0,55.0,21.0
09/07/2020,61.0,66.0,13.0
10/07/2020,91.0,61.0,27.0
11/07/2020,126.0,74.0,35.0
12/07/2020,100.0,68.0,31.0
13/07/2020,80.0,63.0,16.0
14/07/2020,76.0,50.0,15.0
15/07/2020,74.0,61.0,16.0
16/07/2020,69.0,68.0,14.0
17/07/2020,107.0,65.0,27.0
18/07/2020,154.0,62.0,26.0
19/07/2020,105.0,64.0,32.0
20/07/2020,80.0,68.0,15.0
21/07/2020,83.0,47.0,14.0
22/07/2020,75.0,63.0,14.0
23/07/2020,84.0,70.0,14.0
24/07/2020,93.0,55.0,33.0
25/07/2020,125.0,69.0,36.0
26/07/2020,102.0,59.0,30.0
27/07/2020,70.0,57.0,25.0
28/07/2020,86.0,54.0,27.0
29/07/2020,90.0,64.0,26.0
30/07/2020,90.0,65.0,25.0
31/07/2020,124.0,61.0,28.0
01/08/2020,156.0,58.0,37.0
02/08/2020,91.0,57.0,34.0
03/08/2020,72.0,57.0,24.0
04/08/2020,82.0,53.0,25.0
05/08/2020,94.0,61.0,24.0
06/08/2020,84.0,68.0,24.0
07/08/2020,90.0,64.0,35.0
08/08/2020,129.0,66.0,44.0
09/08/2020,109.0,70.0,27.0
10/08/2020,81.0,73.0,19.0
11/08/2020,93.0,49.0,26.0
12/08/2020,157.0,11.0,12.0
13/08/2020,126.0,36.0,13.0
14/08/2020,116.0,57.0,33.0
15/08/2020,139.0,72.0,43.0
16/08/2020,91.0,66.0,26.0
17/08/2020,72.0,65.0,18.0
18/08/2020,75.0,56.0,24.0
19/08/2020,91.0,64.0,24.0
20/08/2020,69.0,68.0,25.0
21/08/2020,106.0,68.0,33.0
22/08/2020,120.0,72.0,40.0
23/08/2020,101.0,61.0,26.0
24/08/2020,61.0,62.0,24.0
25/08/2020,70.0,49.0,23.0
26/08/2020,78.0,48.0,23.0
27/08/2020,67.0,56.0,23.0
28/08/2020,104.0,53.0,33.0
29/08/2020,109.0,70.0,40.0
30/08/2020,102.0,50.0,26.0
31/08/2020,66.0,62.0,34.0
01/09/2020,69.0,42.0,30.0
02/09/2020,67.0,53.0,34.0
03/09/2020,61.0,54.0,35.0
04/09/2020,108.0,66.0,44.0
05/09/2020,114.0,70.0,43.0
06/09/2020,86.0,58.0,32.0
07/09/2020,67.0,50.0,26.0
08/09/2020,58.0,47.0,27.0
09/09/2020,58.0,47.0,22.0
10/09/2020,65.0,49.0,25.0
11/09/2020,95.0,58.0,26.0
12/09/2020,112.0,67.0,37.0
13/09/2020,86.0,55.0,32.0
14/09/2020,65.0,55.0,24.0
15/09/2020,68.0,48.0,25.0
16/09/2020,57.0,52.0,24.0
17/09/2020,72.0,55.0,24.0
18/09/2020,90.0,62.0,28.0
19/09/2020,107.0,73.0,28.0
20/09/2020,68.0,61.0,25.0
21/09/2020,53.0,57.0,20.0
22/09/2020,56.0,50.0,16.0
23/09/2020,46.0,48.0,15.0
24/09/2020,52.0,58.0,16.0
25/09/2020,76.0,59.0,22.0
26/09/2020,102.0,74.0,27.0
27/09/2020,64.0,56.0,17.0
28/09/2020,52.0,50.0,16.0
29/09/2020,38.0,52.0,13.0
30/09/2020,42.0,40.0,11.0
01/10/2020,39.0,38.0,15.0
02/10/2020,65.0,46.0,19.0
03/10/2020,63.0,45.0,23.0
04/10/2020,57.0,50.0,34.0
05/10/2020,28.0,42.0,12.0
06/10/2020,38.0,41.0,5.0
07/10/2020,40.0,40.0,12.0
08/10/2020,34.0,41.0,11.0
09/10/2020,57.0,39.0,13.0
10/10/2020,68.0,58.0,22.0
11/10/2020,52.0,51.0,15.0
12/10/2020,35.0,44.0,12.0
13/10/2020,43.0,43.0,12.0
14/10/2020,62.0,44.0,11.0
15/10/2020,16.0,6.0,8.0
16/10/2020,35.0,6.0,11.0
17/10/2020,6.0,0.0,0.0
18/10/2020,0.0,0.0,0.0
19/10/2020,0.0,0.0,0.0
20/10/2020,0.0,0.0,0.0
21/10/2020,0.0,0.0,0.0
22/10/2020,6.0,0.0,0.0
23/10/2020,0.0,0.0,0.0
24/10/2020,0.0,0.0,0.0
25/10/2020,5.0,0.0,0.0
26/10/2020,4.0,0.0,0.0
27/10/2020,0.0,0.0,0.0
28/10/2020,0.0,0.0,0.0
29/10/2020,6.0,3.0,0.0
30/10/2020,4.0,0.0,0.0
31/10/2020,0.0,0.0,0.0
01/11/2020,4.0,0.0,0.0
02/11/2020,0.0,0.0,0.0
03/11/2020,0.0,0.0,0.0
04/11/2020,0.0,0.0,0.0
05/11/2020,9.0,0.0,0.0
06/11/2020,0.0,0.0,0.0
07/11/2020,0.0,0.0,0.0
08/11/2020,2.0,0.0,0.0
09/11/2020,0.0,0.0,0.0
10/11/2020,0.0,0.0,0.0
11/11/2020,0.0,0.0,0.0
12/11/2020,0.0,0.0,0.0
13/11/2020,0.0,0.0,0.0
14/11/2020,2.0,0.0,0.0
15/11/2020,0.0,0.0,0.0
16/11/2020,0.0,0.0,0.0
17/11/2020,0.0,0.0,0.0
18/11/2020,4.0,0.0,0.0
19/11/2020,2.0,0.0,0.0
20/11/2020,4.0,0.0,0.0
21/11/2020,0.0,0.0,0.0
22/11/2020,0.0,0.0,0.0
23/11/2020,0.0,0.0,0.0
24/11/2020,0.0,0.0,0.0
25/11/2020,0.0,0.0,0.0
26/11/2020,0.0,0.0,0.0
27/11/2020,0.0,0.0,0.0
28/11/2020,3.0,0.0,0.0
29/11/2020,0.0,0.0,0.0
30/11/2020,0.0,0.0,0.0
01/12/2020,0.0,0.0,0.0
02/12/2020,0.0,0.0,0.0
03/12/2020,0.0,0.0,0.0
04/12/2020,0.0,0.0,0.0
05/12/2020,0.0,0.0,0.0
06/12/2020,0.0,0.0,0.0
07/12/2020,0.0,0.0,0.0
08/12/2020,0.0,0.0,0.0
09/12/2020,0.0,0.0,0.0
10/12/2020,0.0,0.0,0.0
11/12/2020,3.0,0.0,0.0
12/12/2020,1.0,0.0,0.0
13/12/2020,0.0,0.0,0.0
14/12/2020,0.0,0.0,0.0
15/12/2020,0.0,0.0,0.0
16/12/2020,0.0,0.0,0.0
17/12/2020,3.0,0.0,0.0
18/12/2020,11.0,8.0,12.0
19/12/2020,2.0,0.0,0.0
20/12/2020,2.0,0.0,0.0
21/12/2020,0.0,15.0,3.0
22/12/2020,4.0,20.0,0.0
23/12/2020,10.0,65.0,18.0
24/12/2020,9.0,34.0,13.0
25/12/2020,16.0,25.0,6.0
26/12/2020,0.0,6.0,3.0
27/12/2020,0.0,6.0,0.0
28/12/2020,0.0,9.0,0.0
29/12/2020,6.0,12.0,0.0
30/12/2020,6.0,22.0,6.0
31/12/2020,13.0,25.0,6.0
01/01/2021,12.0,2.0,4.0
02/01/2021,0.0,0.0,0.0
03/01/2021,0.0,0.0,0.0
04/01/2021,0.0,0.0,0.0
05/01/2021,6.0,0.0,0.0
06/01/2021,0.0,0.0,0.0
07/01/2021,0.0,0.0,0.0
08/01/2021,4.0,0.0,0.0
09/01/2021,5.0,0.0,0.0
10/01/2021,0.0,0.0,0.0
11/01/2021,4.0,0.0,0.0
12/01/2021,5.0,0.0,0.0
13/01/2021,0.0,0.0,0.0
14/01/2021,0.0,0.0,0.0
15/01/2021,0.0,0.0,0.0
16/01/2021,2.0,0.0,0.0
17/01/2021,0.0,0.0,0.0
18/01/2021,0.0,0.0,0.0
19/01/2021,0.0,0.0,0.0
20/01/2021,0.0,0.0,0.0
21/01/2021,0.0,0.0,0.0
22/01/2021,2.0,0.0,0.0
23/01/2021,1.0,0.0,0.0
24/01/2021,0.0,0.0,0.0
25/01/2021,0.0,0.0,0.0
26/01/2021,0.0,0.0,0.0
27/01/2021,0.0,0.0,0.0
28/01/2021,0.0,0.0,0.0
29/01/2021,1.0,0.0,0.0
30/01/2021,2.0,0.0,0.0
31/01/2021,0.0,0.0,0.0
01/02/2021,0.0,0.0,0.0
02/02/2021,0.0,0.0,0.0
03/02/2021,0.0,0.0,0.0
04/02/2021,0.0,0.0,0.0
05/02/2021,0.0,0.0,0.0
06/02/2021,0.0,0.0,0.0
07/02/2021,0.0,0.0,0.0
08/02/2021,0.0,0.0,0.0
09/02/2021,0.0,0.0,0.0
10/02/2021,0.0,0.0,0.0
11/02/2021,0.0,0.0,0.0
12/02/2021,0.0,0.0,0.0
13/02/2021,0.0,0.0,0.0
14/02/2021,0.0,0.0,0.0
15/02/2021,0.0,0.0,0.0
16/02/2021,0.0,0.0,0.0
17/02/2021,0.0,0.0,0.0
18/02/2021,0.0,0.0,0.0
19/02/2021,0.0,0.0,0.0
20/02/2021,0.0,0.0,0.0
21/02/2021,0.0,0.0,0.0
22/02/2021,0.0,0.0,0.0
23/02/2021,0.0,0.0,0.0
24/02/2021,0.0,0.0,0.0
25/02/2021,0.0,0.0,0.0
26/02/2021,0.0,0.0,0.0
27/02/2021,0.0,0.0,0.0
28/02/2021,0.0,0.0,0.0
01/03/2021,0.0,0.0,0.0
02/03/2021,0.0,0.0,0.0
03/03/2021,0.0,0.0,0.0
04/03/2021,0.0,0.0,0.0
05/03/2021,0.0,0.0,0.0
06/03/2021,0.0,0.0,0.0
07/03/2021,0.0,0.0,0.0
08/03/2021,0.0,0.0,0.0
09/03/2021,0.0,0.0,0.0
10/03/2021,0.0,0.0,0.0
11/03/2021,0.0,0.0,0.0
12/03/2021,0.0,0.0,0.0
13/03/2021,0.0,0.0,0.0
14/03/2021,0.0,0.0,0.0
15/03/2021,0.0,0.0,0.0
16/03/2021,0.0,0.0,0.0
17/03/2021,0.0,0.0,0.0
18/03/2021,0.0,0.0,0.0
19/03/2021,0.0,0.0,0.0
20/03/2021,0.0,0.0,0.0
21/03/2021,0.0,0.0,0.0
22/03/2021,0.0,0.0,0.0
23/03/2021,0.0,0.0,0.0
24/03/2021,0.0,0.0,0.0
25/03/2021,6.0,8.0,6.0
26/03/2021,0.0,0.0,0.0
27/03/2021,2.0,0.0,0.0
28/03/2021,0.0,0.0,0.0
29/03/2021,0.0,0.0,0.0
30/03/2021,0.0,0.0,0.0
31/03/2021,0.0,6.0,0.0
01/04/2021,0.0,0.0,0.0
02/04/2021,0.0,0.0,0.0
03/04/2021,0.0,0.0,0.0
04/04/2021,15.0,8.0,7.0
05/04/2021,1.0,5.0,0.0
06/04/2021,0.0,6.0,6.0
07/04/2021,0.0,0.0,0.0
08/04/2021,0.0,0.0,0.0
09/04/2021,0.0,0.0,0.0
10/04/2021,0.0,0.0,0.0
11/04/2021,0.0,0.0,0.0
12/04/2021,0.0,0.0,0.0
13/04/2021,0.0,0.0,0.0
14/04/2021,0.0,0.0,0.0
15/04/2021,0.0,0.0,0.0
16/04/2021,0.0,6.0,0.0
17/04/2021,0.0,0.0,0.0
18/04/2021,0.0,0.0,0.0
19/04/2021,0.0,0.0,0.0
20/04/2021,0.0,0.0,0.0
21/04/2021,0.0,0.0,0.0
22/04/2021,0.0,0.0,0.0
23/04/2021,0.0,6.0,0.0
24/04/2021,0.0,5.0,0.0
25/04/2021,3.0,0.0,0.0
26/04/2021,6.0,10.0,6.0
27/04/2021,5.0,0.0,0.0
28/04/2021,25.0,18.0,9.0
29/04/2021,18.0,20.0,0.0
30/04/2021,20.0,25.0,8.0
01/05/2021,26.0,39.0,0.0
02/05/2021,22.0,30.0,8.0
03/05/2021,23.0,22.0,17.0
04/05/2021,26.0,14.0,7.0
05/05/2021,21.0,10.0,8.0
06/05/2021,13.0,23.0,0.0
07/05/2021,13.0,31.0,8.0
08/05/2021,18.0,30.0,8.0
09/05/2021,30.0,31.0,10.0
10/05/2021,14.0,20.0,10.0
11/05/2021,11.0,16.0,8.0
12/05/2021,15.0,14.0,8.0
13/05/2021,26.0,29.0,15.0
14/05/2021,28.0,33.0,8.0
15/05/2021,26.0,25.0,8.0
16/05/2021,31.0,22.0,8.0
17/05/2021,32.0,14.0,7.0
18/05/2021,19.0,13.0,8.0
19/05/2021,16.0,25.0,13.0
20/05/2021,22.0,30.0,18.0
21/05/2021,30.0,38.0,9.0
22/05/2021,36.0,27.0,8.0
23/05/2021,25.0,39.0,18.0
24/05/2021,30.0,39.0,10.0
25/05/2021,36.0,21.0,9.0
26/05/2021,24.0,25.0,10.0
27/05/2021,8.0,27.0,14.0
28/05/2021,42.0,34.0,10.0
29/05/2021,25.0,31.0,14.0
30/05/2021,27.0,44.0,16.0
31/05/2021,36.0,37.0,10.0
01/06/2021,41.0,35.0,13.0
02/06/2021,41.0,36.0,13.0
03/06/2021,38.0,40.0,13.0
04/06/2021,50.0,36.0,12.0
05/06/2021,73.0,49.0,30.0
06/06/2021,77.0,51.0,29.0
07/06/2021,62.0,41.0,32.0
08/06/2021,61.0,40.0,26.0
09/06/2021,55.0,44.0,24.0
10/06/2021,63.0,42.0,21.0
11/06/2021,70.0,44.0,30.0
12/06/2021,74.0,54.0,35.0
13/06/2021,69.0,51.0,27.0
14/06/2021,56.0,42.0,21.0
15/06/2021,61.0,41.0,28.0
16/06/2021,61.0,38.0,27.0
17/06/2021,64.0,39.0,33.0
18/06/2021,64.0,45.0,34.0
19/06/2021,78.0,49.0,38.0
20/06/2021,70.0,50.0,30.0
21/06/2021,60.0,38.0,21.0
22/06/2021,40.0,39.0,29.0
23/06/2021,45.0,42.0,28.0
24/06/2021,75.0,41.0,32.0
25/06/2021,82.0,40.0,34.0
26/06/2021,106.0,57.0,33.0
27/06/2021,86.0,62.0,34.0
28/06/2021,67.0,46.0,31.0
29/06/2021,70.0,41.0,34.0
30/06/2021,73.0,48.0,31.0
01/07/2021,88.0,53.0,38.0
02/07/2021,89.0,58.0,38.0
03/07/2021,138.0,80.0,36.0
04/07/2021,88.0,65.0,26.0
05/07/2021,72.0,51.0,25.0
06/07/2021,88.0,48.0,28.0
07/07/2021,75.0,45.0,34.0
08/07/2021,85.0,44.0,39.0
09/07/2021,109.0,77.0,35.0
10/07/2021,116.0,73.0,32.0
11/07/2021,85.0,61.0,24.0
12/07/2021,68.0,47.0,16.0
13/07/2021,88.0,47.0,33.0
14/07/2021,82.0,52.0,36.0
15/07/2021,78.0,58.0,42.0
16/07/2021,121.0,72.0,42.0
17/07/2021,117.0,89.0,46.0
18/07/2021,117.0,61.0,29.0
19/07/2021,81.0,51.0,24.0
20/07/2021,97.0,40.0,37.0
21/07/2021,73.0,57.0,35.0
22/07/2021,86.0,44.0,37.0
23/07/2021,93.0,75.0,41.0
24/07/2021,80.0,74.0,40.0
25/07/2021,91.0,57.0,27.0
26/07/2021,95.0,49.0,22.0
27/07/2021,87.0,47.0,32.0
28/07/2021,98.0,54.0,37.0
29/07/2021,110.0,50.0,40.0
30/07/2021,95.0,70.0,41.0
31/07/2021,102.0,77.0,40.0
01/08/2021,78.0,48.0,29.0
02/08/2021,81.0,56.0,24.0
03/08/2021,98.0,56.0,31.0
04/08/2021,80.0,54.0,32.0
05/08/2021,92.0,55.0,41.0
06/08/2021,128.0,56.0,34.0
07/08/2021,96.0,75.0,29.0
08/08/2021,92.0,67.0,30.0
09/08/2021,113.0,53.0,25.0
10/08/2021,67.0,50.0,31.0
11/08/2021,70.0,53.0,24.0
12/08/2021,100.0,58.0,40.0
13/08/2021,137.0,55.0,42.0
14/08/2021,139.0,66.0,33.0
15/08/2021,80.0,67.0,24.0
16/08/2021,107.0,47.0,24.0
17/08/2021,73.0,49.0,38.0
18/08/2021,58.0,47.0,37.0
19/08/2021,95.0,46.0,41.0
20/08/2021,103.0,71.0,34.0
21/08/2021,158.0,63.0,40.0
22/08/2021,101.0,58.0,29.0
23/08/2021,82.0,67.0,26.0
24/08/2021,69.0,57.0,37.0
25/08/2021,94.0,58.0,37.0
26/08/2021,93.0,57.0,41.0
27/08/2021,106.0,69.0,40.0
28/08/2021,122.0,69.0,31.0
29/08/2021,96.0,57.0,31.0
30/08/2021,106.0,53.0,22.0
31/08/2021,85.0,54.0,36.0
01/09/2021,104.0,54.0,38.0
02/09/2021,100.0,56.0,37.0
03/09/2021,115.0,69.0,35.0
04/09/2021,128.0,65.0,32.0
05/09/2021,116.0,61.0,43.0
06/09/2021,84.0,61.0,28.0
07/09/2021,95.0,50.0,37.0
08/09/2021,79.0,53.0,38.0
09/09/2021,90.0,55.0,42.0
10/09/2021,101.0,72.0,34.0
11/09/2021,122.0,69.0,29.0
12/09/2021,108.0,78.0,33.0
13/09/2021,90.0,54.0,22.0
14/09/2021,97.0,51.0,36.0
15/09/2021,97.0,49.0,36.0
16/09/2021,80.0,51.0,38.0
17/09/2021,96.0,59.0,40.0
18/09/2021,121.0,80.0,40.0
19/09/2021,111.0,69.0,29.0
20/09/2021,82.0,64.0,21.0
21/09/2021,115.0,57.0,25.0
22/09/2021,101.0,56.0,39.0
23/09/2021,83.0,57.0,41.0
24/09/2021,133.0,61.0,42.0
25/09/2021,144.0,59.0,47.0
26/09/2021,132.0,77.0,34.0
27/09/2021,103.0,72.0,31.0
28/09/2021,105.0,57.0,32.0
29/09/2021,112.0,43.0,35.0
30/09/2021,84.0,58.0,38.0
01/10/2021,106.0,77.0,39.0
02/10/2021,120.0,90.0,41.0
03/10/2021,111.0,72.0,43.0
04/10/2021,94.0,59.0,30.0
05/10/2021,91.0,52.0,37.0
06/10/2021,92.0,61.0,29.0
07/10/2021,100.0,56.0,39.0
08/10/2021,109.0,72.0,43.0
09/10/2021,137.0,74.0,41.0
10/10/2021,128.0,71.0,34.0
11/10/2021,91.0,62.0,27.0
12/10/2021,95.0,52.0,37.0
13/10/2021,85.0,56.0,35.0
14/10/2021,92.0,65.0,33.0
15/10/2021,123.0,59.0,44.0
16/10/2021,139.0,77.0,45.0
17/10/2021,119.0,83.0,42.0
18/10/2021,87.0,64.0,26.0
19/10/2021,72.0,58.0,34.0
20/10/2021,81.0,56.0,37.0
21/10/2021,112.0,66.0,32.0
22/10/2021,131.0,69.0,29.0
23/10/2021,91.0,90.0,43.0
24/10/2021,74.0,77.0,36.0
25/10/2021,92.0,66.0,30.0
26/10/2021,84.0,63.0,36.0
27/10/2021,105.0,70.0,38.0
28/10/2021,95.0,72.0,29.0
29/10/2021,110.0,77.0,32.0
30/10/2021,148.0,80.0,37.0
31/10/2021,97.0,80.0,43.0
01/11/2021,99.0,82.0,33.0
02/11/2021,87.0,49.0,23.0
03/11/2021,101.0,67.0,38.0
04/11/2021,107.0,63.0,41.0
05/11/2021,122.0,62.0,32.0
06/11/2021,123.0,78.0,45.0
07/11/2021,94.0,74.0,44.0
08/11/2021,110.0,43.0,30.0
09/11/2021,92.0,57.0,22.0
10/11/2021,97.0,64.0,34.0
11/11/2021,110.0,72.0,42.0
12/11/2021,123.0,67.0,33.0
13/11/2021,110.0,69.0,35.0
14/11/2021,102.0,67.0,37.0
15/11/2021,98.0,52.0,24.0
16/11/2021,95.0,45.0,33.0
17/11/2021,75.0,49.0,33.0
18/11/2021,75.0,42.0,34.0
